employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
7510,Analytics,region_15,Bachelors,m,sourcing,3,31,,1,0,0,83
41273,Analytics,region_8,Bachelors,m,sourcing,1,27,,1,1,0,84
75440,Technology,region_30,Bachelors,m,other,1,35,3,2,0,0,84
63216,Finance,region_2,Masters & above,m,sourcing,1,37,4,10,0,0,58
11,Technology,region_4,Masters & above,f,sourcing,1,39,4,12,1,0,72
59758,R&D,region_2,,m,other,3,28,,1,0,0,83
55899,Operations,region_26,Bachelors,f,sourcing,1,43,4,6,1,0,61
65973,Sales & Marketing,region_32,Bachelors,m,sourcing,1,33,4,5,0,0,50
11483,Operations,region_22,Masters & above,m,other,1,52,4,24,0,0,62
52704,Legal,region_5,Bachelors,m,sourcing,1,30,3,3,0,0,64
2311,Operations,region_31,Bachelors,m,other,1,27,3,3,1,1,64
68986,Sales & Marketing,region_13,Bachelors,f,other,1,32,2,2,0,0,53
25567,Finance,region_13,Bachelors,f,sourcing,1,34,3,7,0,0,57
49819,Operations,region_7,Bachelors,f,sourcing,1,30,,1,1,0,54
23814,Finance,region_2,Masters & above,m,other,1,57,4,18,1,0,56
54527,Sales & Marketing,region_10,Masters & above,m,other,1,32,2,3,0,0,47
7478,Analytics,region_4,Bachelors,m,other,1,31,5,2,1,0,85
4660,R&D,region_27,Bachelors,m,other,1,29,5,4,1,0,83
6022,Sales & Marketing,region_28,,m,other,1,33,3,7,0,0,52
46664,Finance,region_13,Masters & above,f,sourcing,1,39,4,7,0,0,63
12773,HR,region_20,Masters & above,m,sourcing,1,36,3,5,0,0,56
1459,Sales & Marketing,region_34,Bachelors,m,other,1,29,5,5,1,0,54
65091,Technology,region_13,Bachelors,f,other,2,29,3,4,0,0,83
2250,HR,region_4,Bachelors,f,other,1,38,2,7,0,0,46
27365,Technology,region_2,Bachelors,m,sourcing,1,29,3,3,1,0,93
26723,Sales & Marketing,region_1,Masters & above,f,other,1,32,5,7,0,0,51
38513,Legal,region_22,Bachelors,m,sourcing,1,38,3,7,0,0,65
65123,Analytics,region_11,Bachelors,m,other,2,28,5,2,0,0,82
47945,Operations,region_31,Bachelors,f,other,1,39,3,10,0,0,56
43643,Sales & Marketing,region_7,Bachelors,m,sourcing,1,37,3,4,1,0,47
54316,Sales & Marketing,region_28,,m,other,1,33,3,2,1,0,49
59332,Operations,region_2,Bachelors,m,sourcing,1,33,3,5,0,0,57
62140,Legal,region_2,Bachelors,m,other,1,33,3,2,0,0,53
3688,Technology,region_2,Bachelors,m,sourcing,1,29,4,3,1,0,82
75171,Procurement,region_7,Masters & above,m,sourcing,1,39,4,12,1,0,64
63084,Sales & Marketing,region_30,Bachelors,m,sourcing,1,26,,1,1,0,51
54466,Sales & Marketing,region_33,Bachelors,m,other,1,35,3,6,0,0,51
75137,Procurement,region_22,Bachelors,f,other,2,28,3,4,0,0,84
73582,Technology,region_13,Masters & above,m,other,1,36,3,8,0,0,83
15574,Analytics,region_22,Bachelors,m,other,2,34,5,5,1,0,85
31543,Analytics,region_31,Bachelors,m,other,1,46,5,7,1,0,84
73567,Procurement,region_15,Masters & above,m,sourcing,1,43,5,7,1,0,74
24928,R&D,region_24,Masters & above,m,sourcing,1,30,3,4,0,0,82
76782,Sales & Marketing,region_31,Bachelors,m,sourcing,1,38,2,7,0,0,48
45949,Procurement,region_26,,m,sourcing,1,33,3,5,1,0,69
57511,Procurement,region_2,Bachelors,f,other,1,36,5,5,1,0,69
22003,Sales & Marketing,region_7,,m,other,1,27,3,2,0,0,50
61864,Operations,region_27,Masters & above,m,other,1,38,3,5,1,0,59
50976,Sales & Marketing,region_2,,f,sourcing,1,40,3,3,1,0,50
21947,Operations,region_16,Bachelors,f,sourcing,1,49,3,21,0,0,59
20595,Operations,region_3,Bachelors,f,other,1,30,3,7,1,0,57
29535,Sales & Marketing,region_19,Bachelors,m,other,1,33,1,6,0,0,49
6865,Technology,region_26,Bachelors,f,other,1,30,2,2,0,0,80
39887,HR,region_31,Bachelors,f,other,1,28,4,3,0,0,45
52191,Procurement,region_10,Masters & above,m,sourcing,2,31,3,5,0,0,66
24804,Procurement,region_17,Bachelors,m,sourcing,1,30,3,6,0,0,70
59716,Sales & Marketing,region_2,Bachelors,f,referred,1,32,5,5,0,0,48
28107,Sales & Marketing,region_31,Bachelors,m,sourcing,1,34,4,7,0,0,50
52050,HR,region_2,Bachelors,f,sourcing,1,58,3,14,0,0,44
44149,Operations,region_27,Bachelors,m,sourcing,1,41,5,15,1,0,64
53709,Procurement,region_16,Masters & above,m,other,1,34,5,9,1,0,72
33894,Sales & Marketing,region_16,Bachelors,m,other,1,32,3,5,1,0,46
58651,Operations,region_23,Bachelors,f,other,1,37,3,2,0,0,54
31120,Sales & Marketing,region_7,Masters & above,m,other,1,40,3,7,0,0,48
11663,Sales & Marketing,region_16,Bachelors,m,sourcing,1,39,1,2,0,0,49
35132,Analytics,region_2,Bachelors,m,other,1,31,,1,1,0,84
74672,Technology,region_26,Bachelors,m,other,1,26,3,3,0,0,78
49015,Technology,region_22,Masters & above,m,other,1,34,4,7,0,0,77
14137,Operations,region_4,Masters & above,m,other,1,42,3,7,1,0,57
43011,Sales & Marketing,region_2,Bachelors,m,other,2,42,4,5,0,0,53
37938,R&D,region_17,Masters & above,m,other,1,30,5,4,1,0,96
8672,Analytics,region_22,Bachelors,f,sourcing,1,33,4,5,0,0,83
49004,R&D,region_7,Bachelors,m,sourcing,1,31,,1,0,0,84
40769,Procurement,region_31,Bachelors,f,sourcing,2,24,,1,1,0,69
70962,Finance,region_27,Bachelors,m,other,1,29,4,7,0,0,57
34419,Analytics,region_26,Bachelors,m,other,1,39,3,12,0,0,82
37265,Operations,region_22,Masters & above,f,other,1,48,3,14,0,0,59
28101,Sales & Marketing,region_4,Bachelors,m,other,3,31,1,7,1,0,46
60707,Sales & Marketing,region_2,Bachelors,m,sourcing,2,32,4,3,1,0,64
9267,Sales & Marketing,region_7,Bachelors,m,other,1,33,5,4,1,0,51
28692,Technology,region_24,Bachelors,m,other,1,25,2,4,0,0,74
18489,Operations,region_22,Bachelors,m,other,1,44,4,14,1,0,60
22348,Technology,region_2,Bachelors,f,sourcing,3,42,4,5,1,0,78
25736,Sales & Marketing,region_20,Bachelors,f,other,1,29,3,2,0,0,44
36797,Operations,region_7,Bachelors,f,sourcing,1,34,4,7,1,0,58
20023,Operations,region_2,Bachelors,f,sourcing,1,60,1,14,0,0,62
34145,Procurement,region_2,Bachelors,f,other,1,30,3,7,0,0,71
50521,Operations,region_23,Masters & above,m,other,1,43,1,5,0,0,58
47206,Analytics,region_13,Bachelors,m,other,1,31,3,2,0,0,89
67319,Operations,region_13,Bachelors,m,sourcing,1,39,5,12,1,0,59
74588,Technology,region_6,Bachelors,m,other,1,31,5,8,1,0,79
7040,Procurement,region_11,Bachelors,f,other,1,29,5,2,1,0,71
55193,Analytics,region_22,Masters & above,m,other,2,35,5,4,1,0,87
78043,Operations,region_7,Masters & above,f,other,1,42,3,14,0,0,58
67258,Operations,region_4,Bachelors,f,sourcing,1,27,5,6,1,0,61
19180,Sales & Marketing,region_24,Bachelors,m,other,2,29,3,5,0,0,53
50718,Sales & Marketing,region_2,Bachelors,m,sourcing,1,44,3,2,0,0,50
7013,HR,region_31,Bachelors,m,sourcing,1,31,3,6,0,0,45
28267,Sales & Marketing,region_18,Bachelors,m,sourcing,1,32,3,6,0,0,44
64883,Sales & Marketing,region_2,Bachelors,m,other,2,26,5,3,0,0,49
73233,Operations,region_8,Bachelors,m,sourcing,1,33,3,9,0,0,61
71001,Sales & Marketing,region_7,Bachelors,m,other,1,37,5,4,1,0,50
77933,Technology,region_7,Bachelors,m,other,1,51,5,10,1,0,79
61789,HR,region_2,Below Secondary,m,other,1,23,,1,0,0,51
590,Analytics,region_29,Bachelors,f,other,1,28,5,1,0,0,88
63617,Sales & Marketing,region_4,Masters & above,m,sourcing,1,33,5,9,1,0,51
49374,Operations,region_11,Masters & above,m,other,1,35,4,7,0,0,59
55664,Sales & Marketing,region_33,Bachelors,m,sourcing,2,33,1,7,1,0,48
72639,Procurement,region_26,Bachelors,m,sourcing,1,53,5,5,1,0,77
8857,Sales & Marketing,region_19,Bachelors,m,other,1,42,3,9,0,0,43
49604,Procurement,region_15,Bachelors,m,sourcing,1,27,3,4,1,0,68
28356,Sales & Marketing,region_16,Masters & above,m,other,1,34,3,5,0,0,50
74889,Operations,region_2,Bachelors,m,other,3,34,5,3,1,0,58
74347,Procurement,region_17,Bachelors,f,other,1,41,3,3,0,0,71
27776,Sales & Marketing,region_2,Bachelors,f,sourcing,1,60,3,17,0,0,48
72207,Operations,region_2,Bachelors,f,other,2,38,5,12,1,0,63
23387,Operations,region_2,Masters & above,m,sourcing,2,44,4,15,0,0,60
28371,Operations,region_2,Bachelors,m,sourcing,1,47,3,12,0,0,57
4821,Sales & Marketing,region_2,Bachelors,m,other,4,52,1,20,0,0,53
72040,Legal,region_4,Bachelors,m,sourcing,1,30,5,3,1,0,58
3899,Operations,region_25,Bachelors,m,other,1,28,5,5,1,0,60
17731,Operations,region_11,Bachelors,f,other,1,30,5,6,1,0,60
40506,Sales & Marketing,region_7,Bachelors,m,other,1,52,5,18,0,0,49
71756,Operations,region_15,Bachelors,m,sourcing,1,23,1,2,0,0,58
24079,Sales & Marketing,region_31,Bachelors,f,other,1,29,1,2,0,0,50
8195,Sales & Marketing,region_34,Bachelors,m,other,1,33,4,3,0,0,47
45482,Sales & Marketing,region_17,Bachelors,m,other,1,33,3,6,0,0,48
40535,Operations,region_22,Bachelors,m,sourcing,1,25,5,2,1,0,90
55952,Procurement,region_2,Masters & above,m,other,1,56,5,3,1,0,71
75428,Operations,region_2,Masters & above,m,referred,2,34,4,8,1,0,58
50470,Technology,region_16,Masters & above,m,other,1,34,3,3,1,0,78
61081,Operations,region_22,Bachelors,f,sourcing,1,31,3,7,1,0,58
64620,Sales & Marketing,region_20,Masters & above,m,other,1,44,5,17,1,0,47
56549,Operations,region_16,Bachelors,f,sourcing,1,35,5,3,1,0,63
36514,Sales & Marketing,region_2,,m,sourcing,1,21,1,2,0,0,50
49533,Analytics,region_22,Bachelors,f,other,1,28,5,5,0,0,81
57762,Operations,region_22,Masters & above,f,sourcing,1,35,5,7,1,0,62
44424,Operations,region_4,Masters & above,f,other,1,35,5,9,1,0,58
1120,Procurement,region_15,Bachelors,m,sourcing,1,35,2,7,1,0,69
70804,Operations,region_23,Masters & above,f,sourcing,1,35,3,8,0,0,58
71382,Sales & Marketing,region_31,Bachelors,m,sourcing,1,29,,1,0,0,48
36747,Analytics,region_28,Bachelors,m,other,1,33,2,4,0,0,82
11160,Procurement,region_10,Bachelors,f,sourcing,1,34,3,7,0,0,72
26811,Sales & Marketing,region_2,Bachelors,m,sourcing,1,40,4,4,1,0,53
39480,Sales & Marketing,region_13,Bachelors,f,other,1,30,5,6,0,0,51
14264,Sales & Marketing,region_22,Masters & above,m,sourcing,2,37,1,4,0,0,50
2030,Procurement,region_24,Bachelors,f,sourcing,1,33,3,4,0,0,71
38938,Procurement,region_7,Bachelors,f,other,1,29,3,2,0,0,80
32290,Procurement,region_22,Bachelors,f,sourcing,1,29,1,2,0,0,70
32173,Sales & Marketing,region_31,Bachelors,f,sourcing,1,33,4,9,0,0,51
64728,Sales & Marketing,region_19,Bachelors,m,sourcing,1,27,3,4,0,0,49
16415,Procurement,region_2,Bachelors,f,sourcing,1,33,1,7,0,0,65
5136,Analytics,region_22,Bachelors,m,other,1,29,3,3,1,0,82
3084,Procurement,region_22,Bachelors,f,sourcing,3,27,,1,0,0,69
61607,Procurement,region_2,Bachelors,f,sourcing,1,31,5,7,1,0,75
23628,Procurement,region_26,Bachelors,f,sourcing,1,47,3,15,0,0,68
65259,Operations,region_26,Masters & above,f,sourcing,1,35,4,7,0,0,62
6589,Operations,region_20,Bachelors,m,other,1,37,5,9,0,0,62
73496,Sales & Marketing,region_16,Bachelors,f,sourcing,1,33,1,5,0,0,45
22459,Legal,region_2,Bachelors,f,other,1,31,5,7,0,0,60
64181,Technology,region_8,Bachelors,m,other,1,31,3,4,0,0,84
57912,HR,region_2,Masters & above,f,other,1,31,3,4,0,0,52
34573,Technology,region_22,Bachelors,m,referred,2,27,4,3,1,0,78
21660,Sales & Marketing,region_21,Bachelors,m,sourcing,1,32,3,10,0,0,47
76064,Technology,region_28,Masters & above,m,sourcing,1,36,5,10,1,0,79
19664,Operations,region_2,Bachelors,m,other,1,29,,1,0,0,62
4732,Sales & Marketing,region_32,,m,other,1,31,3,5,0,0,45
50616,Finance,region_32,Bachelors,m,sourcing,1,30,3,2,0,0,62
71474,Sales & Marketing,region_27,,m,sourcing,1,26,4,5,0,0,49
24161,Operations,region_7,Bachelors,f,other,1,43,3,12,1,0,59
4948,Operations,region_27,,m,other,1,26,5,4,1,0,56
44993,Procurement,region_22,Bachelors,m,sourcing,2,32,5,4,1,0,70
70781,Operations,region_25,Bachelors,m,sourcing,1,28,5,2,0,0,61
46783,Sales & Marketing,region_32,Bachelors,m,other,2,29,3,5,0,0,47
74908,Sales & Marketing,region_4,Masters & above,m,other,1,43,3,17,0,0,51
17552,Sales & Marketing,region_2,Masters & above,m,other,1,49,4,4,0,0,55
14864,Sales & Marketing,region_9,Masters & above,m,sourcing,1,28,2,4,0,0,52
19102,Technology,region_23,Masters & above,m,sourcing,1,58,4,30,1,0,79
55342,Sales & Marketing,region_26,Masters & above,m,sourcing,1,40,4,9,0,0,48
610,Sales & Marketing,region_16,Bachelors,m,other,1,26,5,3,1,0,52
32517,Analytics,region_25,Bachelors,m,sourcing,1,31,3,1,0,0,86
11621,Operations,region_22,Masters & above,f,other,1,50,4,15,1,0,58
31239,Sales & Marketing,region_24,Masters & above,m,sourcing,1,31,3,4,0,0,50
74090,Technology,region_22,Bachelors,m,sourcing,1,28,4,4,0,0,83
71269,Analytics,region_22,Bachelors,m,other,2,28,4,5,0,0,90
41131,Operations,region_22,Bachelors,m,other,1,49,5,19,1,0,60
19064,Operations,region_22,Bachelors,f,other,1,30,5,2,1,0,62
47005,Technology,region_22,Bachelors,m,other,3,28,,1,0,0,80
19368,Operations,region_8,Bachelors,f,other,1,33,4,7,0,0,59
32150,Technology,region_22,Bachelors,m,other,1,36,4,3,1,0,75
66714,Analytics,region_26,Masters & above,m,other,3,32,3,6,0,0,83
47208,Operations,region_2,Bachelors,f,sourcing,1,38,3,9,0,0,66
43609,Finance,region_2,,m,other,3,29,3,4,0,0,57
43348,Analytics,region_27,Bachelors,m,sourcing,1,30,3,4,0,0,87
72170,Sales & Marketing,region_2,,m,other,1,48,2,16,0,0,55
6727,Operations,region_27,Masters & above,f,other,1,50,5,4,1,0,58
2445,Operations,region_16,Bachelors,f,sourcing,1,42,3,13,1,0,64
71726,Sales & Marketing,region_9,Masters & above,m,other,1,34,3,8,0,0,52
26663,Procurement,region_22,Masters & above,m,other,1,45,4,18,1,0,72
8250,Sales & Marketing,region_12,Bachelors,m,other,1,39,4,7,0,0,47
67674,Technology,region_2,Bachelors,f,other,1,32,1,5,0,0,83
75309,Finance,region_16,Below Secondary,m,sourcing,1,25,4,3,0,0,56
50719,Operations,region_31,Bachelors,f,other,1,35,5,5,1,1,58
76272,Operations,region_19,Bachelors,f,other,1,35,5,7,1,0,60
45280,Operations,region_16,Below Secondary,f,other,1,24,3,2,1,0,58
25709,Operations,region_25,Masters & above,f,other,1,34,3,9,0,0,62
37708,Operations,region_26,Bachelors,m,other,1,27,2,2,1,0,60
17048,Procurement,region_2,Masters & above,f,other,1,37,4,8,0,0,71
62168,Sales & Marketing,region_28,Bachelors,m,other,2,39,5,9,1,0,47
63603,Sales & Marketing,region_28,,m,sourcing,1,35,3,10,0,0,42
15632,Finance,region_22,Bachelors,m,sourcing,1,28,3,2,1,0,61
43556,Technology,region_29,Masters & above,m,sourcing,2,31,3,6,0,0,87
6142,Operations,region_34,Bachelors,f,other,2,36,3,8,0,0,67
63,Sales & Marketing,region_8,Masters & above,m,sourcing,1,35,5,8,0,0,52
12232,Procurement,region_8,Bachelors,m,other,1,30,2,4,0,0,66
13874,Analytics,region_7,Bachelors,m,other,2,28,,1,0,0,80
34111,Analytics,region_22,Bachelors,m,other,2,31,3,6,1,0,83
38156,HR,region_2,Masters & above,f,other,1,56,3,18,0,0,48
57981,Procurement,region_2,Bachelors,f,other,3,35,2,7,0,0,71
112,Sales & Marketing,region_7,Masters & above,m,other,1,53,4,23,1,0,54
52225,Operations,region_30,Bachelors,m,other,2,27,5,3,1,0,61
55031,Sales & Marketing,region_15,Bachelors,m,other,1,32,4,6,0,0,46
54398,Analytics,region_22,Masters & above,m,other,2,33,3,6,0,0,89
64653,Analytics,region_19,Bachelors,m,other,2,33,4,9,0,0,86
29871,Sales & Marketing,region_2,Masters & above,m,sourcing,2,45,3,7,0,0,46
7187,Sales & Marketing,region_4,Masters & above,f,sourcing,1,39,3,10,0,0,47
48417,Operations,region_15,Bachelors,m,sourcing,1,29,3,7,0,0,58
31874,Sales & Marketing,region_20,Bachelors,f,other,1,31,4,3,0,0,46
54935,Technology,region_11,Bachelors,m,other,1,27,3,3,1,0,80
62869,Operations,region_32,Bachelors,m,other,1,37,4,4,1,0,61
47929,Sales & Marketing,region_30,Bachelors,m,sourcing,2,40,4,5,0,0,47
10123,R&D,region_22,,m,other,3,31,3,2,0,0,88
22729,Operations,region_2,,f,sourcing,1,43,5,18,0,0,73
9653,Technology,region_2,Masters & above,f,sourcing,1,59,3,4,0,0,79
14096,Operations,region_5,Bachelors,f,sourcing,1,25,3,3,0,0,61
68431,HR,region_10,Bachelors,f,sourcing,1,29,5,3,1,0,47
66508,Procurement,region_2,Masters & above,f,other,1,54,3,11,0,0,70
12014,Analytics,region_11,Bachelors,m,other,1,33,4,6,0,0,83
38434,Sales & Marketing,region_22,,m,other,1,22,1,2,0,0,52
68893,Sales & Marketing,region_2,Bachelors,m,other,1,37,5,9,1,0,50
2226,Sales & Marketing,region_2,,f,other,1,36,1,7,0,0,50
16406,Procurement,region_25,Masters & above,f,other,1,32,2,1,0,0,72
2836,Sales & Marketing,region_3,Masters & above,f,sourcing,1,33,4,5,0,0,55
24382,Sales & Marketing,region_13,Bachelors,m,sourcing,1,41,1,3,0,0,46
32254,Procurement,region_2,Bachelors,m,sourcing,2,34,4,7,0,0,69
34830,Technology,region_30,Bachelors,f,other,1,31,1,9,0,0,79
41988,Sales & Marketing,region_20,Bachelors,m,other,1,39,3,14,0,0,46
58608,Sales & Marketing,region_2,Masters & above,f,other,1,48,3,12,0,0,47
5313,Technology,region_26,Masters & above,m,other,1,41,5,13,0,0,78
20009,Operations,region_15,Bachelors,f,sourcing,1,37,3,7,0,0,60
72104,Sales & Marketing,region_2,Masters & above,m,other,2,36,5,7,1,0,53
69818,Procurement,region_30,Bachelors,m,sourcing,1,32,3,5,1,0,71
41851,Legal,region_7,Masters & above,m,other,1,36,1,5,0,0,58
37084,Legal,region_7,Bachelors,m,sourcing,1,37,3,9,0,0,58
64672,Technology,region_13,Masters & above,f,other,1,41,3,9,1,0,78
69324,R&D,region_22,Bachelors,m,other,3,30,1,6,0,0,87
23324,Technology,region_2,,f,sourcing,1,30,1,3,0,0,82
57805,Procurement,region_10,Masters & above,f,other,1,38,3,2,1,0,71
42667,Sales & Marketing,region_1,Bachelors,m,other,1,25,5,3,1,0,49
25721,Sales & Marketing,region_29,Bachelors,m,other,2,30,1,3,0,0,55
73457,Operations,region_23,Bachelors,m,sourcing,1,42,3,7,1,0,62
67564,Operations,region_27,Bachelors,f,other,1,49,4,8,1,0,95
29275,Sales & Marketing,region_2,Masters & above,f,other,1,47,2,3,1,0,49
74400,R&D,region_5,Bachelors,m,sourcing,1,28,5,4,1,0,83
65205,Legal,region_7,Masters & above,m,other,1,55,1,17,0,0,58
57349,Sales & Marketing,region_20,Masters & above,m,other,1,41,3,10,0,0,49
19465,HR,region_2,Bachelors,f,other,1,27,3,6,1,0,47
16940,Sales & Marketing,region_13,Bachelors,m,other,1,30,4,8,0,0,46
36243,Sales & Marketing,region_2,Bachelors,m,sourcing,1,36,4,4,0,0,64
24522,Sales & Marketing,region_23,Bachelors,m,other,1,38,5,7,1,0,48
44470,Technology,region_5,Bachelors,m,other,1,29,3,7,0,0,77
50116,Sales & Marketing,region_10,Bachelors,m,sourcing,1,33,5,10,0,0,54
62871,Sales & Marketing,region_7,Bachelors,m,sourcing,1,41,4,7,1,0,52
10820,HR,region_2,Bachelors,f,referred,1,31,5,2,0,0,50
15669,Technology,region_8,Masters & above,f,sourcing,1,30,1,5,0,0,75
74059,Technology,region_2,Bachelors,m,sourcing,1,42,3,12,0,0,79
65536,Sales & Marketing,region_13,Bachelors,m,other,1,30,5,5,1,0,46
17312,Sales & Marketing,region_10,Bachelors,m,other,1,28,1,3,0,0,52
44945,Sales & Marketing,region_7,Masters & above,m,other,2,34,5,6,0,0,48
30668,Technology,region_7,Bachelors,f,sourcing,1,40,3,4,0,0,81
2232,R&D,region_22,Bachelors,m,sourcing,2,29,4,2,0,0,81
26510,Technology,region_2,Below Secondary,m,referred,1,25,,1,0,0,87
50835,Sales & Marketing,region_31,Bachelors,m,sourcing,1,37,5,5,1,0,49
1789,HR,region_7,Bachelors,f,sourcing,1,25,5,3,1,0,53
26394,Sales & Marketing,region_12,Bachelors,m,sourcing,1,29,1,2,0,0,46
11631,Procurement,region_22,Masters & above,m,sourcing,1,35,1,3,1,0,69
20547,Legal,region_2,Bachelors,m,sourcing,3,32,3,4,0,0,62
36088,Analytics,region_31,Bachelors,m,sourcing,1,31,3,2,0,0,84
31620,Sales & Marketing,region_4,Bachelors,m,sourcing,3,28,,1,0,0,48
33100,Legal,region_22,Below Secondary,m,other,1,27,3,3,0,0,59
24130,Procurement,region_13,Masters & above,m,other,2,50,3,23,0,0,72
28407,Analytics,region_22,Masters & above,f,other,1,30,4,5,0,0,89
19205,HR,region_2,Masters & above,m,other,1,56,3,6,0,0,47
7273,Operations,region_16,Bachelors,f,sourcing,1,42,3,7,0,0,61
74390,Operations,region_2,Bachelors,f,sourcing,1,26,2,3,0,0,59
49749,HR,region_2,Masters & above,f,sourcing,1,36,4,4,0,0,51
34530,Technology,region_8,Masters & above,m,other,1,40,3,3,0,0,83
72970,Procurement,region_2,Bachelors,f,sourcing,1,54,3,17,0,0,71
23051,Analytics,region_2,Masters & above,m,sourcing,1,45,3,17,0,0,84
18684,Analytics,region_2,Bachelors,m,other,1,27,1,2,0,0,90
58192,Technology,region_1,Masters & above,f,other,1,40,4,10,1,0,81
76217,Technology,region_26,Masters & above,m,other,1,43,4,16,1,0,82
47302,Sales & Marketing,region_29,Bachelors,m,sourcing,1,27,3,3,1,0,49
76924,Operations,region_22,Masters & above,m,other,1,40,3,11,1,0,60
35456,Finance,region_2,Bachelors,f,other,1,60,4,16,1,0,62
66546,Procurement,region_13,Masters & above,m,sourcing,1,51,3,3,0,0,67
66453,Procurement,region_31,Bachelors,f,other,1,27,3,2,0,0,70
51821,Procurement,region_13,Masters & above,m,other,2,39,3,7,0,0,70
7918,Analytics,region_6,Bachelors,f,other,2,31,4,6,0,0,79
74471,Analytics,region_31,Bachelors,m,other,2,29,5,2,0,0,83
42787,HR,region_25,Bachelors,m,sourcing,1,31,3,4,0,0,51
73867,Sales & Marketing,region_2,Bachelors,f,sourcing,2,33,1,3,0,0,47
71267,Sales & Marketing,region_25,Bachelors,m,sourcing,1,32,5,5,1,0,46
36264,Sales & Marketing,region_2,Bachelors,m,other,1,48,3,16,0,0,49
22231,Sales & Marketing,region_16,Bachelors,m,other,1,46,5,5,0,0,49
48996,Analytics,region_2,Bachelors,m,sourcing,1,27,4,4,0,0,87
8578,Analytics,region_2,,m,other,2,30,3,3,0,0,86
10146,Sales & Marketing,region_2,Masters & above,f,other,1,36,3,9,1,0,54
73612,Sales & Marketing,region_20,Bachelors,m,sourcing,2,28,,1,0,0,50
60362,Sales & Marketing,region_21,Bachelors,m,other,2,26,1,4,0,0,48
1015,Operations,region_34,Masters & above,m,other,1,40,5,10,1,0,61
70591,Sales & Marketing,region_2,Bachelors,m,other,1,32,3,7,1,0,49
34673,Operations,region_2,Bachelors,f,other,1,55,4,10,0,0,59
38976,Sales & Marketing,region_2,Masters & above,f,sourcing,1,51,4,9,0,0,52
42635,Procurement,region_8,Bachelors,m,other,1,29,,1,1,0,71
50956,Operations,region_5,Bachelors,m,other,1,32,3,4,1,0,57
54539,Finance,region_31,Bachelors,m,sourcing,1,39,5,3,1,0,59
26857,Sales & Marketing,region_9,,m,other,1,32,3,7,0,0,51
49907,Operations,region_6,Bachelors,f,sourcing,1,32,3,2,1,0,55
30075,Sales & Marketing,region_2,Bachelors,f,other,3,31,2,5,0,0,50
33645,Operations,region_7,Bachelors,m,sourcing,1,48,4,8,0,0,54
45307,Sales & Marketing,region_31,Bachelors,m,sourcing,1,43,5,13,0,0,52
1074,Analytics,region_22,Bachelors,m,other,1,31,4,6,0,0,89
6473,Procurement,region_11,Masters & above,m,other,1,46,3,17,0,0,69
23999,Sales & Marketing,region_13,Bachelors,f,sourcing,1,27,3,3,0,0,45
11668,Sales & Marketing,region_28,Bachelors,m,sourcing,1,27,5,2,0,0,52
9037,Sales & Marketing,region_27,Masters & above,m,other,2,58,2,4,1,1,47
48661,Technology,region_26,Masters & above,m,other,1,31,3,4,1,0,81
16634,Technology,region_2,Bachelors,f,referred,1,29,5,4,1,0,74
68050,Technology,region_15,Bachelors,m,other,2,34,5,8,1,0,79
70144,Technology,region_2,Bachelors,f,other,3,51,5,12,1,0,81
2157,Technology,region_17,Bachelors,m,sourcing,1,33,5,4,1,1,81
22926,Operations,region_2,Bachelors,m,sourcing,1,60,4,8,0,0,59
10537,HR,region_2,Bachelors,m,other,1,32,1,4,0,0,49
24572,Finance,region_2,Masters & above,m,sourcing,1,38,3,4,0,0,59
49812,Technology,region_31,Masters & above,f,sourcing,1,32,5,6,1,1,81
5738,HR,region_7,Masters & above,m,sourcing,1,44,2,14,0,0,48
58936,Operations,region_4,Masters & above,f,sourcing,1,31,5,4,1,0,61
13843,Operations,region_7,Masters & above,m,other,1,36,3,8,0,0,63
41100,Operations,region_32,Bachelors,f,other,1,39,5,7,0,0,55
31643,Operations,region_32,Bachelors,m,sourcing,1,30,3,4,1,0,61
52943,Procurement,region_22,Bachelors,f,other,1,26,3,4,0,0,71
74020,Sales & Marketing,region_22,Bachelors,f,sourcing,2,32,5,6,0,0,50
75207,Operations,region_2,Below Secondary,f,other,1,20,5,2,1,0,61
64447,Operations,region_26,Bachelors,f,other,1,27,4,4,1,0,57
46128,Sales & Marketing,region_22,Masters & above,m,sourcing,1,54,5,5,0,0,50
41135,Finance,region_23,Bachelors,m,other,1,32,5,6,1,0,56
40544,Sales & Marketing,region_28,Masters & above,m,other,2,48,3,9,0,0,50
60769,Sales & Marketing,region_26,Bachelors,m,other,2,36,1,4,0,0,52
31078,HR,region_28,Bachelors,m,other,1,30,4,6,0,0,55
21589,Analytics,region_32,Bachelors,m,other,1,25,,1,0,0,87
50700,Analytics,region_2,Bachelors,m,sourcing,3,38,5,4,1,0,87
73884,Procurement,region_27,Masters & above,f,sourcing,1,37,1,2,0,0,70
54698,Finance,region_15,Masters & above,m,other,1,32,1,3,0,0,67
1722,Sales & Marketing,region_28,Masters & above,m,sourcing,1,36,5,6,1,0,45
63993,Sales & Marketing,region_15,Bachelors,m,other,1,34,4,7,0,0,54
37159,Operations,region_23,Masters & above,f,other,1,35,3,6,1,0,63
55596,Finance,region_14,Bachelors,f,other,1,32,4,5,0,0,57
16672,Analytics,region_6,Bachelors,m,sourcing,2,30,5,2,1,0,78
